movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,IMAX,(no genres listed),movieIda
1475,"Man in the Iron Mask, The (1998)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1475
1476,"Newton Boys, The (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476
1477,Wild Things (1998),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1477
1478,Paulie (1998),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478
1479,"Cool, Dry Place, A (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1479
1480,Fireworks (Hana-bi) (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1480
1481,Primary Colors (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1481
1482,Wide Awake (1998),0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1482
1483,"Price Above Rubies, A (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1483
1484,Two Girls and a Guy (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1484
1485,No Looking Back (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1485
1486,"Object of My Affection, The (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1486
1487,Meet the Deedles (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487
1488,Homegrown (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1488
1489,"Player's Club, The (1998)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1489
1490,Barney's Great Adventure (1998),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490
1491,"Big One, The (1997)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1491
1492,Chinese Box (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1492
1493,Lost in Space (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1493
1494,Heaven's Burning (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1494
1495,Mercury Rising (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1495
1496,"Spanish Prisoner, The (1997)",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1496
1497,City of Angels (1998),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1497
1498,"Last Days of Disco, The (1998)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1498
1499,"Odd Couple II, The (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499
1500,My Giant (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
1501,He Got Game (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1501
1502,"Gingerbread Man, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1502
1503,Live Flesh (Carne trémula) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1503
1504,Zero Effect (1998),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1504
1505,Nil By Mouth (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1505
1506,"Borrowers, The (1997)",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1506
1507,"I Love You, Don't Touch Me! (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1507
1508,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508
1509,Kissing a Fool (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1509
1510,Krippendorf's Tribe (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510
1511,Kurt & Courtney (1998),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1511
1512,"Real Blonde, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512
1513,Mr. Nice Guy (Yat goh ho yan) (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513
1514,Taste of Cherry (Ta'm e guilass) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1514
1515,Character (Karakter) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1515
1516,Species II (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1516
1517,Major League: Back to the Minors (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517
1518,Sour Grapes (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518
1519,Wild Man Blues (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1519
1520,"Big Hit, The (1998)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520
1521,Tarzan and the Lost City (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521
1522,Black Dog (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1522
1523,"Dancer, Texas Pop. 81 (1998)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1523
1524,"Friend of the Deceased, A (Priyatel pokonika) (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1524
1525,"Misérables, Les (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1525
1526,Still Breathing (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1526
1527,Clockwatchers (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527
1528,Deep Impact (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1528
1529,Woo (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1529
1530,"Hanging Garden, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1530
1531,Lawn Dogs (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1531
1532,Quest for Camelot (1998),0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1532
1533,Godzilla (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1533
1534,Bulworth (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1534
1535,Fear and Loathing in Las Vegas (1998),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1535
1536,"Opposite of Sex, The (1998)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1536
1537,I Got the Hook Up (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537
1538,Almost Heroes (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1538
1539,Hope Floats (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1539
1540,Insomnia (1997),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1540
1541,"Ugly, The (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1541
1542,"Perfect Murder, A (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1542
1543,Six Days Seven Nights (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1543
1544,Can't Hardly Wait (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1544
1545,Cousin Bette (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545
1546,High Art (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1546
1547,"Land Girls, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1547
1548,Passion in the Desert (1998),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1548
1549,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1549
1550,Dear Jesse (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1550
1551,Dream for an Insomniac (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1551
1552,Hav Plenty (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552
1553,Henry Fool (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1553
1554,Mr. Jealousy (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1554
1555,Mulan (1998),0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1555
1556,"X-Files: Fight the Future, The (1998)",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1556
1557,I Went Down (1997),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1557
1558,Dr. Dolittle (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558
1559,Out of Sight (1998),0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1559
1560,Picnic at Hanging Rock (1975),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1560
1561,Smoke Signals (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1561
1562,Buffalo '66 (a.k.a. Buffalo 66) (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1562
1563,Armageddon (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1563
1564,Lethal Weapon 4 (1998),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1564
1565,Madeline (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565
1566,Small Soldiers (1998),0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1566
1567,Pi (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1567
1568,Whatever (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1568
1569,There's Something About Mary (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1569
1570,Plan 9 from Outer Space (1959),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1570
1571,Wings (1927),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1571
1572,All Quiet on the Western Front (1930),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1572
1573,Cimarron (1931),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1573
1574,Grand Hotel (1932),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1574
1575,Cavalcade (1933),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1575
1576,Mutiny on the Bounty (1935),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1576
1577,"Great Ziegfeld, The (1936)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1577
1578,"Life of Emile Zola, The (1937)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1578
1579,You Can't Take It with You (1938),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1579
1580,How Green Was My Valley (1941),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1580
1581,Mrs. Miniver (1942),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1581
1582,Going My Way (1944),0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1582
1583,"Lost Weekend, The (1945)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1583
1584,"Best Years of Our Lives, The (1946)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1584
1585,Gentleman's Agreement (1947),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1585
1586,Hamlet (1948),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1586
1587,All the King's Men (1949),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1587
1588,"Greatest Show on Earth, The (1952)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1588
1589,From Here to Eternity (1953),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1589
1590,On the Waterfront (1954),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1590
1591,Marty (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1591
1592,West Side Story (1961),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1592
1593,Tom Jones (1963),0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1593
1594,"Man for All Seasons, A (1966)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1594
1595,In the Heat of the Night (1967),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1595
1596,Oliver! (1968),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1596
1597,Midnight Cowboy (1969),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1597
1598,"French Connection, The (1971)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1598
1599,Rocky (1976),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1599
1600,Kramer vs. Kramer (1979),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1600
1601,Ordinary People (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1601
1602,Chariots of Fire (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1602
1603,Terms of Endearment (1983),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1603
1604,Out of Africa (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1604
1605,"Last Emperor, The (1987)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1605
1606,Rain Man (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1606
1607,Driving Miss Daisy (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1607
1608,Take the Money and Run (1969),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608
1609,Klute (1971),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1609
1610,Repo Man (1984),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1610
1611,Metropolitan (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611
1612,Labyrinth (1986),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1612
1613,"Breakfast Club, The (1985)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1613
1614,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1614
1615,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1615
1616,"Nightmare on Elm Street 4: The Dream Master, A (1988)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1616
1617,"Nightmare on Elm Street 5: The Dream Child, A (1989)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1617
1618,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1618
1619,Friday the 13th (1980),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1619
1620,Friday the 13th Part 2 (1981),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1620
1621,Friday the 13th Part 3: 3D (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1621
1622,Friday the 13th Part IV: The Final Chapter (1984),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1622
1623,Friday the 13th Part V: A New Beginning (1985),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1623
1624,Friday the 13th Part VI: Jason Lives (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1624
1625,Friday the 13th Part VII: The New Blood (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1625
1626,Friday the 13th Part VIII: Jason Takes Manhattan (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1626
1627,Halloween (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1627
1628,Halloween II (1981),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1628
1629,Halloween III: Season of the Witch (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1629
1630,Halloween 4: The Return of Michael Myers (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1630
1631,Halloween 5: The Revenge of Michael Myers (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1631
1632,Prom Night (1980),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1632
1633,Hello Mary Lou: Prom Night II (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1633
1634,Prom Night III: The Last Kiss (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1634
1635,Prom Night IV: Deliver Us From Evil (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1635
1636,Child's Play (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1636
1637,Child's Play 2 (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1637
1638,Child's Play 3 (1991),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1638
1639,Poltergeist (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1639
1640,Poltergeist II: The Other Side (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1640
1641,Poltergeist III (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1641
1642,"Exorcist, The (1973)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1642
1643,Exorcist II: The Heretic (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1643
1644,"Exorcist III, The (1990)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1644
1645,Lethal Weapon (1987),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1645
1646,Lethal Weapon 2 (1989),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1646
1647,Lethal Weapon 3 (1992),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1647
1648,Gremlins (1984),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1648
1649,Gremlins 2: The New Batch (1990),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1649
1650,"Goonies, The (1985)",1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1650
1651,"Mask of Zorro, The (1998)",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1651
1652,Polish Wedding (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652
1653,Soylent Green (1973),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1653
1654,Metropolis (1927),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1654
1655,Back to the Future Part II (1989),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1655
1656,Back to the Future Part III (1990),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1656
1657,"Poseidon Adventure, The (1972)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1657
1658,Freaky Friday (1977),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1658
1659,"Absent-Minded Professor, The (1961)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1659
1660,"Apple Dumpling Gang Rides Again, The (1979)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1660
1661,Babes in Toyland (1961),0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1661
1662,Bambi (1942),0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1662
1663,Seven Samurai (Shichinin no samurai) (1954),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1663
1664,Dangerous Liaisons (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1664
1665,Dune (1984),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1665
1666,"Last Temptation of Christ, The (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1666
1667,"Godfather: Part III, The (1990)",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1667
1668,"Rapture, The (1991)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1668
1669,Lolita (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1669
1670,Disturbing Behavior (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1670
1671,Jane Austen's Mafia! (1998),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671
1672,Saving Private Ryan (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1672
1673,Billy's Hollywood Screen Kiss (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1673
1674,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674
1675,"Barefoot Executive, The (1971)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675
1676,"Black Cauldron, The (1985)",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1676
1677,"Black Hole, The (1979)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1677
1678,Blackbeard's Ghost (1968),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678
1679,Blank Check (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679
1680,Candleshoe (1977),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680
1681,"Cat from Outer Space, The (1978)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1681
1682,Cheetah (1989),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682
1683,"Computer Wore Tennis Shoes, The (1969)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683
1684,Condorman (1981),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684
1685,D2: The Mighty Ducks (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685
1686,Darby O'Gill and the Little People (1959),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1686
1687,"Devil and Max Devlin, The (1981)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1687
1688,"Far Off Place, A (1993)",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1688
1689,Flight of the Navigator (1986),0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1689
1690,"Gnome-Mobile, The (1967)",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1690
1691,"Great Mouse Detective, The (1986)",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691
1692,"Happiest Millionaire, The (1967)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1692
1693,Herbie Goes Bananas (1980),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693
1694,Herbie Goes to Monte Carlo (1977),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694
1695,Hocus Pocus (1993),0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1695
1696,"Honey, I Blew Up the Kid (1992)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1696
1697,"Honey, I Shrunk the Kids (1989)",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1697
1698,Hot Lead and Cold Feet (1978),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1698
1699,In Search of the Castaways (1962),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699
1700,"Incredible Journey, The (1963)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700
1701,"Negotiator, The (1998)",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1701
1702,"Parent Trap, The (1998)",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1702
1703,BASEketball (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703
1704,Full Tilt Boogie (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1704
1705,"Governess, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1705
